312.006, 129.489, 3.497,  3.620 False
311.889, 129.489, 3.532,  3.653 False
311.770, 129.489, 3.564,  3.686 False
311.651, 129.489, 3.599,  3.719 False
311.530, 129.489, 3.632,  3.752 False
311.408, 129.489, 3.666,  3.785 False
311.285, 129.489, 3.699,  3.818 False
311.161, 129.489, 3.733,  3.851 False
311.035, 129.489, 3.766,  3.884 False
310.909, 129.489, 3.801,  3.917 False
310.781, 129.489, 3.833,  3.950 False
310.653, 129.489, 3.867,  3.983 False
310.523, 129.489, 3.899,  4.016 False
310.392, 129.489, 3.933,  4.049 False
310.260, 129.489, 3.965,  4.082 False
310.127, 129.489, 3.998,  4.115 False
309.993, 129.489, 4.030,  4.148 False
309.858, 129.489, 4.063,  4.181 False
309.722, 129.489, 4.094,  4.214 False
309.585, 129.489, 4.126,  4.247 False
309.446, 129.489, 4.157,  4.280 False
309.307, 129.489, 4.189,  4.313 False
309.167, 129.489, 4.220,  4.346 False
309.025, 129.489, 4.253,  4.379 False
308.883, 129.489, 4.283,  4.412 False
308.739, 129.489, 4.316,  4.445 False
308.594, 129.489, 4.346,  4.478 False
308.449, 129.489, 4.379,  4.511 False
308.302, 129.489, 4.410,  4.544 False
308.154, 129.489, 4.442,  4.577 False
308.005, 129.489, 4.473,  4.610 False
307.856, 129.489, 4.505,  4.643 False
307.705, 129.489, 4.536,  4.676 False
307.553, 129.489, 4.568,  4.709 False
307.400, 129.489, 4.598,  4.742 False
307.246, 129.489, 4.630,  4.775 False
307.090, 129.489, 4.661,  4.808 False
306.934, 129.489, 4.693,  4.841 False
306.777, 129.491, 4.722,  4.874 False
306.619, 129.494, 4.753,  4.907 False
306.460, 129.496, 4.784,  4.940 False
306.299, 129.499, 4.816,  4.973 False
306.138, 129.503, 4.846,  5.006 False
305.976, 129.507, 4.879,  5.039 False
305.813, 129.512, 4.909,  5.072 False
305.648, 129.516, 4.942,  5.105 False
305.483, 129.520, 4.972,  5.138 False
305.316, 129.526, 5.004,  5.171 False
305.149, 129.532, 5.033,  5.204 False
304.980, 129.537, 5.067,  5.237 False
304.811, 129.543, 5.096,  5.270 False
304.640, 129.549, 5.129,  5.303 False
304.469, 129.557, 5.155,  5.336 False
304.297, 129.564, 5.172,  5.369 False
304.125, 129.572, 5.166,  5.402 False
303.953, 129.580, 5.163,  5.435 False
303.781, 129.589, 5.168,  5.468 False
303.609, 129.598, 5.184,  5.501 False
303.436, 129.606, 5.208,  5.534 False
303.262, 129.615, 5.242,  5.567 False
303.086, 129.623, 5.280,  5.600 False
302.909, 129.632, 5.323,  5.633 False
302.731, 129.640, 5.366,  5.666 False
302.551, 129.649, 5.412,  5.699 False
302.369, 129.657, 5.455,  5.732 False
302.186, 129.666, 5.498,  5.765 False
302.002, 129.675, 5.537,  5.798 False
301.817, 129.684, 5.577,  5.831 False
301.630, 129.693, 5.613,  5.864 False
301.442, 129.702, 5.650,  5.897 False
301.253, 129.712, 5.685,  5.930 False
301.063, 129.722, 5.721,  5.963 False
300.872, 129.732, 5.754,  5.996 False
300.680, 129.743, 5.790,  6.029 False
300.486, 129.754, 5.824,  6.062 False
300.292, 129.765, 5.859,  6.095 False
300.096, 129.776, 5.892,  6.128 False
299.899, 129.786, 5.927,  6.161 False
299.701, 129.797, 5.959,  6.194 False
299.502, 129.808, 5.993,  6.227 False
299.301, 129.819, 6.025,  6.260 False
299.100, 129.831, 6.059,  6.293 False
298.898, 129.843, 6.090,  6.326 False
298.694, 129.855, 6.124,  6.359 False
298.490, 129.866, 6.155,  6.392 False
298.284, 129.878, 6.189,  6.425 False
298.078, 129.890, 6.219,  6.458 False
297.870, 129.902, 6.253,  6.491 False
297.661, 129.914, 6.283,  6.524 False
297.451, 129.927, 6.316,  6.557 False
297.240, 129.939, 6.346,  6.590 False
297.029, 129.952, 6.379,  6.623 False
296.816, 129.964, 6.409,  6.656 False
296.602, 129.977, 6.442,  6.689 False
296.387, 129.989, 6.472,  6.722 False
296.170, 130.002, 6.505,  6.755 False
295.953, 130.015, 6.535,  6.788 False
295.735, 130.029, 6.568,  6.821 False
295.516, 130.042, 6.598,  6.854 False
295.296, 130.055, 6.631,  6.887 False
295.074, 130.069, 6.660,  6.920 False
294.852, 130.082, 6.692,  6.953 False
294.629, 130.096, 6.721,  6.986 False
294.404, 130.109, 6.752,  7.019 False
294.179, 130.123, 6.780,  7.052 False
293.953, 130.137, 6.811,  7.085 False
293.725, 130.151, 6.839,  7.118 False
293.497, 130.164, 6.869,  7.151 False
293.268, 130.178, 6.897,  7.184 False
293.038, 130.192, 6.928,  7.217 False
292.807, 130.206, 6.956,  7.250 False
292.574, 130.220, 6.988,  7.283 False
292.341, 130.234, 7.016,  7.316 False
292.107, 130.248, 7.047,  7.349 False
291.872, 130.263, 7.075,  7.382 False
291.636, 130.277, 7.106,  7.415 False
291.399, 130.291, 7.134,  7.448 False
291.161, 130.305, 7.166,  7.481 False
290.922, 130.321, 7.193,  7.514 False
290.682, 130.338, 7.224,  7.547 False
290.441, 130.353, 7.252,  7.580 False
290.199, 130.368, 7.283,  7.613 False
289.956, 130.383, 7.312,  7.646 False
289.712, 130.398, 7.343,  7.679 False
289.467, 130.413, 7.371,  7.712 False
289.221, 130.428, 7.402,  7.745 False
288.974, 130.443, 7.429,  7.778 False
288.726, 130.459, 7.460,  7.811 False
288.477, 130.474, 7.487,  7.844 False
288.227, 130.489, 7.517,  7.877 False
287.976, 130.503, 7.544,  7.910 False
287.725, 130.518, 7.575,  7.943 False
287.472, 130.533, 7.602,  7.976 False
287.218, 130.548, 7.633,  8.009 False
286.963, 130.563, 7.660,  8.042 False
286.708, 130.578, 7.691,  8.075 False
286.451, 130.592, 7.718,  8.108 False
286.193, 130.607, 7.749,  8.141 False
285.935, 130.621, 7.776,  8.174 False
285.675, 130.636, 7.807,  8.207 False
285.415, 130.651, 7.835,  8.240 False
285.153, 130.665, 7.866,  8.273 False
284.891, 130.679, 7.894,  8.306 False
284.627, 130.692, 7.924,  8.339 False
284.363, 130.704, 7.951,  8.372 False
284.097, 130.717, 7.983,  8.405 False
283.831, 130.728, 8.010,  8.438 False
283.563, 130.740, 8.042,  8.471 False
283.295, 130.752, 8.070,  8.504 False
283.025, 130.763, 8.101,  8.537 False
282.754, 130.774, 8.129,  8.570 False
282.483, 130.784, 8.161,  8.603 False
282.210, 130.793, 8.187,  8.636 False
281.937, 130.800, 8.217,  8.669 False
281.662, 130.806, 8.244,  8.702 False
281.387, 130.811, 8.268,  8.735 False
281.111, 130.817, 8.288,  8.768 False
280.835, 130.823, 8.306,  8.801 False
280.557, 130.829, 8.320,  8.834 False
280.280, 130.834, 8.332,  8.867 False
280.002, 130.838, 8.342,  8.900 False
279.724, 130.843, 8.351,  8.933 False
279.446, 130.847, 8.359,  8.966 False
279.167, 130.850, 8.366,  8.999 False
278.888, 130.852, 8.371,  9.032 False
278.609, 130.855, 8.376,  9.065 False
278.330, 130.857, 8.381,  9.098 False
278.051, 130.859, 8.385,  9.131 False
277.771, 130.861, 8.388,  9.164 False
277.492, 130.863, 8.391,  9.197 False
277.212, 130.863, 8.393,  9.230 False
276.932, 130.864, 8.395,  9.263 False
276.652, 130.864, 8.396,  9.296 False
276.373, 130.864, 8.398,  9.329 False
276.093, 130.864, 8.399,  9.362 False
275.813, 130.863, 8.400,  9.395 False
275.533, 130.863, 8.400,  9.428 False
275.253, 130.861, 8.400,  9.461 False
274.973, 130.860, 8.401,  9.494 False
274.693, 130.858, 8.401,  9.527 False
274.413, 130.856, 8.401,  9.560 False
274.133, 130.854, 8.401,  9.593 False
273.853, 130.852, 8.401,  9.626 False
273.573, 130.849, 8.400,  9.659 False
273.293, 130.847, 8.400,  9.692 False
273.013, 130.844, 8.399,  9.725 False
272.733, 130.840, 8.399,  9.758 False
272.453, 130.837, 8.398,  9.791 False
272.173, 130.833, 8.397,  9.824 False
271.894, 130.830, 8.396,  9.857 False
271.614, 130.826, 8.396,  9.890 False
271.334, 130.822, 8.395,  9.923 False
271.054, 130.818, 8.394,  9.956 False
270.775, 130.813, 8.393,  9.989 False
270.495, 130.809, 8.392, 10.022 False
270.215, 130.804, 8.391, 10.055 False
269.936, 130.798, 8.390, 10.088 False
269.656, 130.793, 8.389, 10.121 False
269.377, 130.787, 8.388, 10.154 False
269.097, 130.781, 8.387, 10.187 False
268.818, 130.776, 8.386, 10.220 False
268.538, 130.770, 8.385, 10.253 False
268.259, 130.764, 8.384, 10.286 False
267.979, 130.757, 8.383, 10.319 False
267.700, 130.751, 8.382, 10.352 False
267.421, 130.744, 8.381, 10.385 False
267.141, 130.738, 8.380, 10.418 False
266.862, 130.731, 8.379, 10.451 False
266.583, 130.723, 8.378, 10.484 False
266.304, 130.716, 8.377, 10.517 False
266.025, 130.709, 8.376, 10.550 False
265.746, 130.701, 8.375, 10.583 False
265.467, 130.694, 8.374, 10.616 False
265.188, 130.686, 8.373, 10.649 False
264.909, 130.679, 8.373, 10.682 False
264.630, 130.671, 8.372, 10.715 False
264.351, 130.663, 8.371, 10.748 False
264.072, 130.654, 8.370, 10.781 False
263.793, 130.646, 8.369, 10.814 False
263.514, 130.637, 8.368, 10.847 False
263.236, 130.628, 8.367, 10.880 False
262.957, 130.619, 8.367, 10.913 False
262.678, 130.610, 8.366, 10.946 False
262.399, 130.601, 8.365, 10.979 False
262.121, 130.592, 8.364, 11.012 False
261.842, 130.583, 8.364, 11.045 False
261.563, 130.574, 8.363, 11.078 False
261.285, 130.564, 8.362, 11.111 False
261.006, 130.555, 8.362, 11.144 False
260.728, 130.545, 8.361, 11.177 False
260.449, 130.535, 8.360, 11.210 False
260.171, 130.525, 8.360, 11.243 False
259.892, 130.516, 8.359, 11.276 False
259.614, 130.505, 8.358, 11.309 False
259.335, 130.495, 8.358, 11.342 False
259.057, 130.485, 8.357, 11.375 False
258.779, 130.475, 8.356, 11.408 False
258.500, 130.465, 8.356, 11.441 False
258.222, 130.455, 8.355, 11.474 False
257.944, 130.444, 8.355, 11.507 False
257.665, 130.434, 8.354, 11.540 False
257.387, 130.423, 8.354, 11.573 False
257.109, 130.413, 8.353, 11.606 False
256.831, 130.402, 8.353, 11.639 False
256.553, 130.391, 8.352, 11.672 False
256.274, 130.381, 8.352, 11.705 False
255.996, 130.370, 8.351, 11.738 False
255.718, 130.359, 8.351, 11.771 False
255.440, 130.348, 8.350, 11.804 False
255.162, 130.338, 8.350, 11.837 False
254.884, 130.327, 8.350, 11.870 False
254.606, 130.316, 8.349, 11.903 False
254.327, 130.305, 8.349, 11.936 False
254.049, 130.294, 8.348, 11.969 False
253.771, 130.283, 8.348, 12.002 False
253.493, 130.272, 8.348, 12.035 False
253.215, 130.260, 8.347, 12.068 False
252.937, 130.249, 8.347, 12.101 False
252.659, 130.238, 8.347, 12.134 False
252.381, 130.227, 8.346, 12.167 False
252.103, 130.216, 8.346, 12.200 False
251.825, 130.205, 8.346, 12.233 False
251.547, 130.194, 8.345, 12.266 False
251.269, 130.182, 8.345, 12.299 False
250.992, 130.171, 8.345, 12.332 False
250.714, 130.160, 8.344, 12.365 False
250.436, 130.149, 8.344, 12.398 False
250.158, 130.137, 8.344, 12.431 False
249.880, 130.126, 8.344, 12.464 False
249.602, 130.115, 8.343, 12.497 False
249.324, 130.104, 8.343, 12.530 False
249.046, 130.092, 8.343, 12.563 False
248.768, 130.081, 8.343, 12.596 False
248.491, 130.070, 8.342, 12.629 False
248.213, 130.059, 8.342, 12.662 False
247.935, 130.048, 8.342, 12.695 False
247.657, 130.037, 8.342, 12.728 False
247.379, 130.027, 8.341, 12.761 False
247.101, 130.016, 8.341, 12.794 False
246.824, 130.005, 8.341, 12.827 False
246.546, 129.994, 8.341, 12.860 False
246.268, 129.983, 8.341, 12.893 False
245.990, 129.972, 8.340, 12.926 False
245.712, 129.961, 8.340, 12.959 False
245.434, 129.950, 8.340, 12.992 False
245.157, 129.940, 8.340, 13.025 False
244.879, 129.929, 8.340, 13.058 False
244.601, 129.918, 8.340, 13.091 False
244.323, 129.907, 8.339, 13.124 False
244.046, 129.897, 8.339, 13.157 False
243.768, 129.886, 8.339, 13.190 False
243.490, 129.875, 8.339, 13.223 False
243.212, 129.865, 8.339, 13.256 False
242.935, 129.854, 8.339, 13.289 False
242.657, 129.844, 8.338, 13.322 False
242.379, 129.833, 8.338, 13.355 False
242.101, 129.823, 8.338, 13.388 False
241.824, 129.813, 8.338, 13.421 False
241.546, 129.802, 8.338, 13.454 False
241.268, 129.792, 8.338, 13.487 False
240.990, 129.782, 8.338, 13.520 False
240.713, 129.772, 8.338, 13.553 False
240.435, 129.762, 8.337, 13.586 False
240.157, 129.751, 8.337, 13.619 False
239.879, 129.741, 8.337, 13.652 False
239.602, 129.731, 8.337, 13.685 False
239.324, 129.722, 8.337, 13.718 False
239.046, 129.712, 8.337, 13.751 False
238.768, 129.702, 8.337, 13.784 False
238.491, 129.692, 8.337, 13.817 False
238.213, 129.682, 8.337, 13.850 False
237.935, 129.673, 8.337, 13.883 False
237.658, 129.663, 8.336, 13.916 False
237.380, 129.654, 8.336, 13.949 False
237.102, 129.644, 8.336, 13.982 False
236.824, 129.635, 8.336, 14.015 False
236.547, 129.626, 8.336, 14.048 False
236.269, 129.616, 8.336, 14.081 False
235.991, 129.607, 8.336, 14.114 False
235.714, 129.598, 8.336, 14.147 False
235.436, 129.589, 8.336, 14.180 False
235.158, 129.580, 8.336, 14.213 False
234.881, 129.571, 8.336, 14.246 False
234.603, 129.562, 8.336, 14.279 False
234.325, 129.553, 8.336, 14.312 False
234.047, 129.545, 8.335, 14.345 False
233.770, 129.536, 8.335, 14.378 False
233.492, 129.527, 8.335, 14.411 False
233.214, 129.519, 8.335, 14.444 False
232.937, 129.510, 8.335, 14.477 False
232.659, 129.502, 8.335, 14.510 False
232.381, 129.494, 8.335, 14.543 False
232.104, 129.486, 8.335, 14.576 False
231.826, 129.478, 8.335, 14.609 False
231.548, 129.470, 8.335, 14.642 False
231.270, 129.462, 8.335, 14.675 False
230.993, 129.454, 8.335, 14.708 False
230.715, 129.446, 8.335, 14.741 False
230.437, 129.438, 8.335, 14.774 False
230.159, 129.431, 8.335, 14.807 False
229.882, 129.423, 8.335, 14.840 False
229.604, 129.416, 8.335, 14.873 False
229.326, 129.408, 8.335, 14.906 False
229.048, 129.401, 8.335, 14.939 False
228.771, 129.394, 8.335, 14.972 False
228.493, 129.387, 8.334, 15.005 False
228.215, 129.380, 8.334, 15.038 False
227.938, 129.373, 8.334, 15.071 False
227.660, 129.367, 8.334, 15.104 False
227.382, 129.361, 8.334, 15.137 False
227.104, 129.354, 8.334, 15.170 False
226.827, 129.348, 8.334, 15.203 False
226.549, 129.342, 8.334, 15.236 False
226.271, 129.336, 8.334, 15.269 False
225.993, 129.330, 8.334, 15.302 False
225.716, 129.324, 8.334, 15.335 False
225.438, 129.318, 8.334, 15.368 False
225.160, 129.312, 8.334, 15.401 False
224.882, 129.307, 8.334, 15.434 False
224.605, 129.301, 8.334, 15.467 False
224.327, 129.296, 8.334, 15.500 False
224.049, 129.291, 8.334, 15.533 False
223.771, 129.286, 8.334, 15.566 False
223.494, 129.281, 8.334, 15.599 False
223.216, 129.276, 8.334, 15.632 False
222.938, 129.271, 8.334, 15.665 False
222.660, 129.266, 8.334, 15.698 False
222.383, 129.261, 8.334, 15.731 False
222.105, 129.257, 8.334, 15.764 False
221.827, 129.252, 8.334, 15.797 False
221.549, 129.247, 8.334, 15.830 False
221.272, 129.243, 8.334, 15.863 False
220.994, 129.239, 8.334, 15.896 False
220.716, 129.235, 8.334, 15.929 False
220.438, 129.231, 8.334, 15.962 False
220.160, 129.227, 8.334, 15.995 False
219.883, 129.224, 8.334, 16.028 False
219.605, 129.220, 8.334, 16.061 False
219.327, 129.217, 8.333, 16.094 False
219.049, 129.214, 8.334, 16.127 False
218.772, 129.210, 8.334, 16.160 False
218.494, 129.207, 8.334, 16.193 False
218.216, 129.204, 8.334, 16.226 False
217.938, 129.201, 8.334, 16.259 False
217.661, 129.198, 8.334, 16.292 False
217.383, 129.195, 8.334, 16.325 False
217.105, 129.192, 8.334, 16.358 False
216.827, 129.189, 8.334, 16.391 False
216.549, 129.187, 8.334, 16.424 False
216.272, 129.184, 8.334, 16.457 False
215.994, 129.181, 8.333, 16.490 False
215.716, 129.179, 8.333, 16.523 False
215.438, 129.177, 8.333, 16.556 False
215.161, 129.174, 8.333, 16.589 False
214.883, 129.172, 8.333, 16.622 False
214.605, 129.170, 8.333, 16.655 False
214.327, 129.168, 8.333, 16.688 False
214.049, 129.166, 8.333, 16.721 False
213.772, 129.164, 8.333, 16.754 False
213.494, 129.162, 8.333, 16.787 False
213.216, 129.160, 8.333, 16.820 False
212.938, 129.158, 8.333, 16.853 False
212.661, 129.156, 8.333, 16.886 False
212.383, 129.155, 8.333, 16.919 False
212.105, 129.153, 8.333, 16.952 False
211.827, 129.152, 8.333, 16.985 False
211.549, 129.150, 8.333, 17.018 False
211.272, 129.149, 8.333, 17.051 False
210.994, 129.148, 8.333, 17.084 False
210.716, 129.146, 8.333, 17.117 False
210.438, 129.145, 8.333, 17.150 False
210.161, 129.144, 8.333, 17.183 False
209.883, 129.143, 8.333, 17.216 False
209.605, 129.142, 8.333, 17.249 False
209.327, 129.141, 8.333, 17.282 False
209.049, 129.140, 8.333, 17.315 False
208.772, 129.140, 8.333, 17.348 False
208.494, 129.139, 8.333, 17.381 False
208.216, 129.138, 8.333, 17.414 False
207.938, 129.138, 8.333, 17.447 False
207.661, 129.137, 8.333, 17.480 False
207.383, 129.137, 8.333, 17.513 False
207.105, 129.136, 8.333, 17.546 False
206.827, 129.136, 8.333, 17.579 False
206.550, 129.136, 8.333, 17.612 False
206.272, 129.135, 8.333, 17.645 False
205.994, 129.135, 8.333, 17.678 False
205.716, 129.135, 8.333, 17.711 False
205.438, 129.135, 8.333, 17.744 False
205.161, 129.135, 8.333, 17.777 False
204.883, 129.135, 8.333, 17.810 False
204.605, 129.136, 8.333, 17.843 False
204.327, 129.136, 8.333, 17.876 False
204.050, 129.136, 8.333, 17.909 False
203.772, 129.136, 8.333, 17.942 False
203.494, 129.137, 8.333, 17.975 False
203.216, 129.137, 8.333, 18.008 False
202.938, 129.138, 8.333, 18.041 False
202.661, 129.138, 8.333, 18.074 False
202.383, 129.139, 8.333, 18.107 False
202.105, 129.139, 8.333, 18.140 False
201.827, 129.140, 8.333, 18.173 False
201.550, 129.141, 8.333, 18.206 False
201.272, 129.142, 8.333, 18.239 False
200.994, 129.142, 8.333, 18.272 False
200.716, 129.143, 8.333, 18.305 False
200.438, 129.144, 8.333, 18.338 False
200.161, 129.145, 8.333, 18.371 False
199.883, 129.146, 8.333, 18.404 False
199.605, 129.147, 8.333, 18.437 False
199.327, 129.149, 8.333, 18.470 False
199.050, 129.150, 8.333, 18.503 False
198.772, 129.151, 8.333, 18.536 False
198.494, 129.152, 8.333, 18.569 False
198.216, 129.153, 8.333, 18.602 False
197.939, 129.155, 8.333, 18.635 False
197.661, 129.156, 8.333, 18.668 False
197.383, 129.158, 8.333, 18.701 False
197.105, 129.159, 8.333, 18.734 False
196.827, 129.161, 8.333, 18.767 False
196.550, 129.162, 8.333, 18.800 False
196.272, 129.164, 8.333, 18.833 False
195.994, 129.166, 8.333, 18.866 False
195.716, 129.167, 8.333, 18.899 False
195.439, 129.169, 8.333, 18.932 False
195.161, 129.171, 8.333, 18.965 False
194.883, 129.172, 8.333, 18.998 False
194.605, 129.174, 8.333, 19.031 False
194.327, 129.176, 8.333, 19.064 False
194.050, 129.178, 8.333, 19.097 False
193.772, 129.180, 8.333, 19.130 False
193.494, 129.182, 8.333, 19.163 False
193.216, 129.184, 8.333, 19.196 False
192.939, 129.186, 8.333, 19.229 False
192.661, 129.188, 8.333, 19.262 False
192.383, 129.190, 8.333, 19.295 False
192.105, 129.193, 8.333, 19.328 False
191.827, 129.195, 8.333, 19.361 False
191.550, 129.197, 8.333, 19.394 False
191.272, 129.199, 8.333, 19.427 False
190.994, 129.201, 8.333, 19.460 False
190.716, 129.204, 8.333, 19.493 False
190.439, 129.206, 8.333, 19.526 False
190.161, 129.209, 8.333, 19.559 False
189.883, 129.212, 8.333, 19.592 False
189.605, 129.214, 8.333, 19.625 False
189.328, 129.217, 8.333, 19.658 False
189.050, 129.220, 8.333, 19.691 False
188.772, 129.222, 8.333, 19.724 False
188.494, 129.225, 8.333, 19.757 False
188.217, 129.228, 8.333, 19.790 False
187.939, 129.230, 8.333, 19.823 False
187.661, 129.233, 8.333, 19.856 False
187.383, 129.236, 8.333, 19.889 False
187.105, 129.239, 8.333, 19.922 False
186.828, 129.242, 8.333, 19.955 False
186.550, 129.244, 8.333, 19.988 False
186.272, 129.247, 8.333, 20.021 False
185.995, 129.250, 8.333, 20.054 False
185.717, 129.253, 8.333, 20.087 False
185.439, 129.256, 8.333, 20.120 False
185.161, 129.259, 8.333, 20.153 False
184.884, 129.262, 8.333, 20.186 False
184.606, 129.264, 8.333, 20.219 False
184.328, 129.267, 8.333, 20.252 False
184.050, 129.270, 8.333, 20.285 False
183.773, 129.273, 8.333, 20.318 False
183.495, 129.276, 8.333, 20.351 False
183.217, 129.279, 8.333, 20.384 False
182.939, 129.282, 8.333, 20.417 False
182.662, 129.285, 8.333, 20.450 False
182.384, 129.288, 8.333, 20.483 False
182.106, 129.291, 8.333, 20.516 False
181.828, 129.294, 8.333, 20.549 False
181.551, 129.297, 8.333, 20.582 False
181.273, 129.300, 8.333, 20.615 False
180.995, 129.303, 8.333, 20.648 False
180.718, 129.306, 8.333, 20.681 False
180.440, 129.309, 8.333, 20.714 False
180.162, 129.312, 8.333, 20.747 False
179.884, 129.315, 8.333, 20.780 False
179.607, 129.318, 8.333, 20.813 False
179.329, 129.321, 8.333, 20.846 False
179.051, 129.324, 8.333, 20.879 False
178.773, 129.327, 8.333, 20.912 False
178.496, 129.330, 8.333, 20.945 False
178.218, 129.333, 8.333, 20.978 False
177.940, 129.336, 8.333, 21.011 False
177.662, 129.339, 8.333, 21.044 False
177.385, 129.342, 8.333, 21.077 False
177.107, 129.345, 8.333, 21.110 False
176.829, 129.348, 8.333, 21.143 False
176.552, 129.351, 8.333, 21.176 False
176.274, 129.354, 8.333, 21.209 False
175.996, 129.357, 8.333, 21.242 False
175.718, 129.360, 8.333, 21.275 False
175.441, 129.362, 8.333, 21.308 False
175.163, 129.365, 8.333, 21.341 False
174.885, 129.368, 8.330, 21.374 False
174.608, 129.370, 8.310, 21.407 False
174.332, 129.373, 8.281, 21.440 False
174.058, 129.376, 8.228, 21.473 False
173.786, 129.378, 8.143, 21.506 False
173.518, 129.381, 8.034, 21.539 False
173.254, 129.384, 7.904, 21.572 False
172.995, 129.386, 7.760, 21.605 False
172.741, 129.389, 7.604, 21.638 False
172.493, 129.391, 7.440, 21.671 False
172.250, 129.393, 7.271, 21.704 False
172.013, 129.395, 7.095, 21.737 False
171.782, 129.398, 6.921, 21.770 False
171.556, 129.400, 6.749, 21.803 False
171.336, 129.402, 6.586, 21.836 False
171.121, 129.404, 6.430, 21.869 False
170.911, 129.406, 6.286, 21.902 False
170.705, 129.408, 6.152, 21.935 False
